Column1,Column2,Column3
0.0,0.0,1.0
4.3478260869565215,0.0,1.0
8.695652173913043,0.0,1.0
13.043478260869565,0.0,1.0
17.391304347826086,0.0,1.0
21.73913043478261,0.0,1.0
26.08695652173913,0.0,1.0
30.434782608695656,0.0,1.0
34.78260869565217,0.0,1.0
39.130434782608695,0.0,1.0
43.47826086956522,0.0,1.0
47.826086956521735,0.0,1.0
52.17391304347826,0.0,1.0
56.52173913043478,0.0,1.0
60.86956521739131,0.0,1.0
65.21739130434783,0.0,1.0
69.56521739130434,0.0,1.0
73.91304347826087,0.0,1.0
78.26086956521739,0.0,1.0
82.6086956521739,0.0,1.0
86.95652173913044,0.0,1.0
91.30434782608697,0.0,1.0
95.65217391304347,0.0,1.0
100.0,0.0,1.0
104.34782608695652,0.0,1.0
108.69565217391305,0.0,1.0
113.04347826086956,0.0,1.0
117.3913043478261,0.0,1.0
121.73913043478262,0.0,1.0
126.08695652173913,0.0,1.0
130.43478260869566,0.0,1.0
134.7826086956522,0.0,1.0
139.1304347826087,0.0,1.0
143.47826086956522,0.0,1.0
147.82608695652175,0.0,1.0
152.17391304347828,0.0,1.0
156.52173913043478,0.0,1.0
160.8695652173913,0.0,1.0
165.2173913043478,0.0,1.0
169.56521739130434,0.0,1.0
173.91304347826087,0.0,1.0
178.26086956521738,0.0,1.0
182.60869565217394,0.0,1.0
186.95652173913044,0.0,1.0
191.30434782608694,0.0,1.0
195.65217391304347,0.0,1.0
200.0,0.0,1.0
204.34782608695653,0.0,1.0
208.69565217391303,0.0,1.0
213.0434782608696,0.0,1.0
217.3913043478261,0.0,1.0
221.7391304347826,0.0,1.0
226.08695652173913,0.0,1.0
230.43478260869566,0.0,1.0
234.7826086956522,0.0,1.0
239.1304347826087,0.0,1.0
243.47826086956525,0.0,1.0
247.82608695652175,0.0,1.0
252.17391304347825,0.0,1.0
256.5217391304348,0.0,1.0
260.8695652173913,0.0,1.0
265.2173913043478,0.0,1.0
269.5652173913044,0.0,1.0
273.9130434782609,0.0,1.0
278.2608695652174,0.0,1.0
282.6086956521739,0.0,1.0
286.95652173913044,0.0,1.0
291.30434782608694,0.0,1.0
295.6521739130435,0.0,1.0
300.0,0.0,1.0
0.0,4.411764705882353,0.9705882352941193
4.3478260869565215,4.411764705882353,0.9705882352941189
8.695652173913043,4.411764705882353,0.9705882352941194
13.043478260869565,4.411764705882353,0.9705882352941194
17.391304347826086,4.411764705882353,0.9705882352941195
21.73913043478261,4.411764705882353,0.9705882352941192
26.08695652173913,4.411764705882353,0.9705882352941192
30.434782608695656,4.411764705882353,0.970588235294119
34.78260869565217,4.411764705882353,0.9705882352941193
39.130434782608695,4.411764705882353,0.970588235294119
43.47826086956522,4.411764705882353,0.9705882352941191
47.826086956521735,4.411764705882353,0.9705882352941188
52.17391304347826,4.411764705882353,0.970588235294119
56.52173913043478,4.411764705882353,0.970588235294119
60.86956521739131,4.411764705882353,0.9705882352941188
65.21739130434783,4.411764705882353,0.970588235294119
69.56521739130434,4.411764705882353,0.970588235294119
73.91304347826087,4.411764705882353,0.9705882352941189
78.26086956521739,4.411764705882353,0.9705882352941189
82.6086956521739,4.411764705882353,0.9705882352941189
86.95652173913044,4.411764705882353,0.9705882352941186
91.30434782608697,4.411764705882353,0.9705882352941186
95.65217391304347,4.411764705882353,0.9705882352941185
100.0,4.411764705882353,0.9705882352941186
104.34782608695652,4.411764705882353,0.970588235294119
108.69565217391305,4.411764705882353,0.9705882352941189
113.04347826086956,4.411764705882353,0.970588235294119
117.3913043478261,4.411764705882353,0.9705882352941186
